,country,description,designation,points,price,province,variety
135427,Spain,"Slightly dusty, spicy and cider-like on the nose, with a tight palate holding nectarine, melon and apple flavors. It's fairly exact in terms of mouthfeel, while the finish is clean and reflects well on the wine. Drink now.",Esencia Diviña,88,23,Galicia,Albariño
135564,Spain,"Cepas Vellas refers to old vines, but what's most noticeable on this wine is the popcorn and cream that characterizes both the nose and mouth. In between the oak-aided folds there's melon, waxy papaya and banana flavors sitting on a plump, cushioned palate. It's a holdover from 2005, so drink it while you have it.",Aquis Celenis Cepas Vellas,87,18,Galicia,Albariño
135605,Spain,"Albariño is not known for its aging potential, and this wine already seems to be on the way out. The nose veers toward apricot and cider, as does the palate. Finishes with a final kick of acidity. Drink soon, or wait for the 2005.",,84,21,Galicia,Albariño
135975,Spain,"Clean and vibrant, with citrus blossom and apple aromas. The palate is a bit neutral in flavor but shows good cut and a cleansing feel along with tastes of spiced apple and white nectarine. Finishes clean and pure. Drink now.",,88,15,Galicia,Albariño
136070,Spain,"Pleasant but a little light on the nose, with candied fruit notes. Flavors of green melon, apple and citrus are standard fare and clean, while the feel is fresh and peachy. A balanced and nice wine, but not overly exciting or precise. Drink now with salad or fish.",,87,18,Galicia,Albariño
136214,Spain,"Soft aromatically, with notes of pear, vanilla and banana. Surprisingly, the palate is short and tart, with sharp citrus and pineapple flavors. Entirely basic and lacking punch. Already seems to be in decline and it's brand new.",Contrapunto,82,13,Galicia,Albariño
136366,Spain,"Interesting blanco from the inland Galician region of Ribeira Sacra. It's Albariño with 15% Godello, and it's ready to drink now. Aromas of pulpy peach and pineapple are nice, while the apple and lime flavors are fairly gentle and flush. Finishes with adequate freshness for an '07, making it a no-qualms type of white wine.",,87,16,Galicia,Albariño
136457,Spain,"Smooth and friendly on the nose, with easy melon and peach aromas that give you confidence in the wine's core character. The palate is nothing special; there's citrus and pineapple before a medium-long finish. Solid but not the most expressive Albariño out there.",Selección,86,25,Galicia,Albariño
137216,Spain,"Opens with peach and apple aromas that are 100% normal, while the palate has a chiseled clarity to it that's crisp and appreciated. A flavor profile of dry apple, citrus and dusty spice is good, and the finish is fresh and lemony. Drink right away.",,87,17,Galicia,Albariño
138106,Spain,"Aromas of apple, fresh hay, pineapple and natural vanilla draw you in, while the palate is lively and fresh, with citrus, pineapple and pithy lemon flavors. Juicy, clean and zesty on the finish, and chiseled in terms of structure and acidity. Very nice Albariño for the price.",Pionero Maccerato,89,15,Galicia,Albariño
138254,Spain,"So young and simple that one can only describe this as Albariño Nouveau. It's a bouncy, almost spritzy confection with pineapple, green apple and other thin citrus flavors. There's zero body to it, but it is fresh and snappy.",,83,28,Galicia,Albariño
138439,US,"Grown in this cool appellation, this Spanish variety is crisp in acidity and bone dry, a refreshing sipper that shows flavors of citrus zest not unlike a Sauvignon Blanc, but fuller-bodied.",,87,17,California,Albariño
138476,Spain,"Light aromas of melon, apple and pear are just fine, and the mildly chunky palate sporting apple-based flavors is good, as is the pineapple finish. Tasty and simple Albariño, and really not much more to say. Good for the summer into fall.",,86,10,Galicia,Albariño
138858,Spain,"Tired and waxy, with canned fruit aromas and almost no measurable freshness. Tastes both sweet and vegetal. May have been better upon release but now it's flat.",,81,14,Galicia,Albariño
138865,Spain,"Dry, dull papaya and apricot aromas surely don't overwhelm, but they don't foretell the complete lack of fruit on the palate. A faded, insipid white wine. It has no pulse and tastes mealy.",,80,19,Galicia,Albariño
140563,Spain,"Tan in color and smelling fairly oxidized. Aromas of peach pits and blanched almond lack freshness, while the palate veers more toward applesauce than fresh fruit. There's some life left but not enough to make it a recommended wine. Tastes, feels and smells sort of jumbled.",,84,23,Galicia,Albariño
140564,Spain,"Chunky spiced apple and saline aromas get the wine off on so-so footing, and the apple and grapefruit flavors come with weight. Citrus takes over on the finish, but it's kind of pithy. Doesn't seem as fresh as it should be for a brand new '08.",,84,15,Galicia,Albariño
141452,Spain,"Salinic, eggy and simply not that fresh. Maybe it's the wine or maybe it's past its prime, but for Albariño it's not showing much. The palate is soft and flat, with fleshy flavors of muddled apple. And the wine just splats against your palate without delivering any grace or cut.",Gran Vinum,83,26,Galicia,Albariño
141732,Spain,"An Albariño-dominated middleweight with pure and pleasant aromas of pineapple, citrus and slate. Rich, round and defined, with orange, banana and melon flavors. Very much on the money, with curvy acids as opposed to spiky ones.",Condado de Tea,89,22,Galicia,Albariño
141741,Spain,"With its gold luster and strong aromas of fresh-cut wood, you know it's fully oaked. To that end, an overriding resiny scent melds with hints of flowers, melon and butterscotch. The palate kicks up applesauce and spice, while the finish is defined by dry oak and white pepper. Full-bodied and deserving of serious food.",Blanco,88,110,Galicia,Albariño
142613,Spain,"Clean and sweet, with an aromatic touch of cookies and cream. In the mouth, it's more of the standard lemon, apple and mineral that you expect from this Galician white. Finishes easy and nice, but not too crisp.",,87,17,Galicia,Albariño
142615,Spain,"Loaded with tropical fruit, with ample size to the nose and palate. Tastes more of live-wire citrus than anything else, and the zesty finish definitely hums along at a quick pace. Lasting notes of grapefruit and mineral are typical and welcome.",,87,19,Galicia,Albariño
143081,Spain,"Light and easy, with simple aromas of lemon and wildflowers. Fairly forward and pronounced in terms of fruit; the lemon, pineapple and peach are all right there and lively. Finishes smooth and easy, if maybe a touch watery.",O Deus Dionisos,86,22,Galicia,Albariño
143087,Spain,"A touch prickly and odd at first, with cactus and canned peaches on the nose. More canned, sweet fruit appears on the palate, which is soft and modest from front to finish. Ends with the flavor of pineapple Lifesavers.",,86,19,Galicia,Albariño
143171,Spain,"Big-boned and citrusy, with aromas of oranges and melon. More citrus on the palate mixes with the essence of pear and apple, while the finish is tight and rather long. A bit lacking in depth, but ripe and forward. Satisfyingly simple.",,86,21,Galicia,Albariño
143391,Spain,"Starts off with heavy melon and citrus aromas, which are followed by tangy apple and pineapple flavors. Very zesty, with a certain sharpness that dumbs down any complexity that might be hiding.",,85,17,Galicia,Albariño
143445,Spain,"From the outset, this beauty oozes character. The whole exceeds the parts by a sum of three, as the wine delivers full flavors, complexity and a near Burgundian minerality. This is what great Albariño is about, even if it's from a hot vintage. Spicy yet thumping with guava, banana and citrus. Simply delicious.",Cepas Vellas,92,33,Galicia,Albariño
143703,Spain,"Floral and mildly leesy, with pungent aromas of green apple, citrus and honey. For anyone looking for steely, pure Albariño, the single-vineyard Fillaboa Monte Alto is the ticket. The fruit is crisp and zesty, the acidity just right. And the finish runs a mile long.",Finca Monte Alto,91,27,Galicia,Albariño
144308,Spain,"Plenty of white flowers and tropical-fruit aromas signal that this is special. The palate is full to the brim with pure flavors of melon, nectarine and green herbs, while the finish is exact. Drinking this baby is like taking a trip to the heart of Salnés.",,91,15,Galicia,Albariño
144432,Spain,"Waxy melon and apple aromas are intricate and welcoming, while the melon and citrus flavors are just as they should be. Do Ferreiro is a consistent high-end producer in Rias Baixas and its '05 Albariño is great. It picks up steam as it goes along and will go great with salads and seafood. Drink now.",,90,24,Galicia,Albariño
144607,Spain,"A small portion of the wine went through malolactic fermentation, so it offers a lovely roundness. Features floral aromas backed by pure tangerine and nectarine flavors. Registers more fruity and smooth than mineral, with a perfect finish.",,91,22,Galicia,Albariño
144613,Spain,"A powerful wine with forceful minerality. Still, it's loaded with expressive fruit that falls squarely into the pineapple/mango category. Finishes crisp but precise, with notes of wet stone and lingering nips of green apple and peach.",Dona Rosa,91,17,Galicia,Albariño
144965,Spain,"To date, this year's best value among Spanish white wines is this simple but lovely fruit bomb of an Albariño from the quality-driven Martín Códax cooperative. It literally overflows with peach blossom aromas and melon flavors. Brightly labeled with orange print, it's hard to miss. And you wouldn't want to.",,90,12,Galicia,Albariño
144974,Spain,"Full and robust in its approach. The bouquet is fragrant and expansive, with melon and honey aromas pouring forth with gusto. The flavors are quite delicious, a near-perfect blend of apple, melon and citrus. The word on the street is that 2005 Albariños offer great fruit-to-acid balance. This wine is an example of just that.",,90,18,Galicia,Albariño
144982,Spain,"Our favorite among this winery's 2005s, Ambar offers tight, dry, precise aromas backed by driving flavors of melon, peach and orange-blossom honey. Very much on the spot; an Albariño that you can't go wrong with.",Ambar,90,19,Galicia,Albariño
145048,Spain,"Very nice apple blossom and lightly stony aromas greet you, and the apple and apricot flavors are juicy and ripe. This is an all-fruit wine with just enough acidity and minerality to keep it in shape. Finishes with citrus and melon. Drink now.",,89,24,Galicia,Albariño
145176,Spain,"Ripe like many of the 2003s, but still a perfectly fine Albariño. The nose is clean and peachy, while light citrus, nectarine and apple control the palate. Nothing out of the ordinary: fine body and fresh lime on the finish. good as a first-course white.",,89,,Galicia,Albariño
145261,Spain,"A single-estate Albariño with clean minerality accenting flowery, grassy aromas. In the mouth, it'sforward and finely chiseled, with pure apple, papaya and saline flavors. Not run of the mill, and for that we like it a lot.",Torre La Moreira,90,19,Galicia,Albariño
145577,Spain,"Clean and expressive up front, with floral aromas shaped by doses of grass, apple and pear. Tastes very good, with condensed fruit creating a nice mouthfeel. Very long on the back end.",Val do Sosego,89,,Galicia,Albariño
145583,Spain,"Perfectly crisp and fresh, with touches of tangerine and lemon making it slightly sharp but not the least bit sour. More of a zesty version, with correct acidity, ripeness and balance. Yet another fine match for seafood.",,89,19,Galicia,Albariño
145589,Spain,"La Val is an O Rosal winery but its wines are 100% Albariño. This estate-grown white offers a yellowish tint with pretty aromas of buttercup and apple blossoms. It's fairly light-bodied and exhilarating, with pure flavors of apples, honeydew and citrus. Shows good acidity.",Finca de Arantei,89,20,Galicia,Albariño
145869,Spain,"Zesty as all get out, with a touch of spritz. Full melon, nectarine and green-herb aromas set the stage for apricot, peach and citrus flavors. Hails from Condado do Tea and seems racier than most.",Laxas,89,,Galicia,Albariño
145883,Spain,"Lucid in appearance, with mineral aromas adding complexity to the otherwise clean, floral nose. Very dry in style, with apple and pineapple flavors. So crisp and precise that “honest” is the best way to sum it up.",Abadía de San Campio,89,16,Galicia,Albariño
145884,Spain,"This Albarino exhibits good signs on the nose, where buttercup, white flowers and apple dance together. Stays solid in the mouth, with round apple, pineapple and light spice notes working seamlessly. Long and full late, with style and grace.",,89,22,Galicia,Albariño
145887,Spain,"A single-vineyard wine made from tear must that was extracted during a light pressing. It's smooth and concentrated, with apple, melon, peach and a touch of white-pepper. Shows good acidity and style.",Bágoa do Miño,88,,Galicia,Albariño
145889,Spain,"Displays pretty aromas of flowers and green apples, with bright, round flavors of peach and apple making for a pleasant palate. Offers a touch of sweetness and honey at its core. Very typical of the 2005 vintage.",Verde,88,15,Galicia,Albariño
146105,Spain,"Impeccably clean, with light tropical fruit gracing the bouquet. A wine that's better than the sum of its parts; the palate is lemony fresh and satisfying, while the overall impression is that of elegance and simplicity. Perfectly good but not overly flavorful.",Pazo Piñeiro,88,35,Galicia,Albariño
146169,Spain,"More than 80,000 cases of this wine were made, making it “mass” by local standards. But that doesn't mean it's not a quality white. In fact, everything about it is really good, from the crystalline nose to the ripe palate to the clean, exact finish.",,88,16,Galicia,Albariño
146183,Spain,"Floral, with buttercup and acacia on the nose. The mouth, however, is a bit more austere and sharp-edged. It delivers steely, bracing acids and narrow flavors of green apple, lemon and tangerine. A tightlyknit Albariño made for shellfish.",,88,16,Galicia,Albariño
146445,Spain,"Starts out flowery and tropical, which is likely a reflection of the 20% Loureira in the wine. The flavor profile is dominated by peach and apple, while the finish runs long due to an infusion of Caino Blanca. A nice wine for those who like tropical fruit flavors.",O Rosal,88,19,Galicia,Albariño
146641,Spain,"Highly mineral, with citrus, apple and peach aromas. A touch mute in its flavor profile but still shows enough forward fruit and restrained sweetness to please. Snappy throughout.",Don Alvaro de Bazán,87,24,Galicia,Albariño
146654,Spain,"Pale yellow in color, with elegant aromas and flavors. To call it light would not be wrong: The wine shows grassy citrus notes but it peters out a bit on the back palate and finish. More subtle and fresh than powerful.",Orballo,87,19,Galicia,Albariño
146661,Spain,"Clean and pure to the nose, with lemon and other sheer citrus fruit aromas. Gets plump in the mouth, but not fat, with melon and orange-driven flavors. Good, full, mouthfilling and solid. Shows nothing out of the ordinary.",,87,17,Galicia,Albariño
146665,Spain,"Lemony gold in color, with mineral-infused apple as the lead aroma. Maybe a bit bigger than average, with some roundness and chunkiness to the palate. Still it's a very good wine, one with additional mineral and citrus on the finish.",,87,20,Galicia,Albariño
146852,Spain,"Ripe yet a bit chunky, probably a reflection of this estate's somewhat inland location. Shows sweet grapefruit and almond flavors, with a touch of pithy bitterness on the finish. This winery is owned by Marqués de Murrieta of Rioja fame.",,87,14,Galicia,Albariño
146866,Spain,"A lower selection of grapes than the winery's superior Dona Rosa results in a fresh wine full of apple, nectarine and minerality. Not particularly complex but goes down nicely. Classic everyday Albariño.",Alba Rosa,87,15,Galicia,Albariño
146869,Spain,"A bit zesty to start, with a touch of mineral on the nose. Flavorwise, we're talking apple, peach and nectarine. A solid wine with good balance and nothing out or the ordinary.",,87,15,Galicia,Albariño
146875,Spain,"Pineapple, melon and mineral on the nose are welcoming aromas. The mouth is nice, with citrus and melon flavors. Plenty of feel and body, and pleasantly wet, meaning it's fresh, properly acidic and refreshing.",,87,27,Galicia,Albariño
147072,Spain,"Mildly sweet but not very exact or dilineated on the nose. Flavors of lime, papaya and apple run toward green, but with good snap and zest the wine makes the grade. Finishes dry and snappy, with medium depth.",,86,15,Galicia,Albariño
147078,Spain,"Fairly mineral on the nose, with tropical fruit aromas rounding out the bouquet. Quite fresh and crisp, yet a bit hollow in the midpalate and on the finish. Overall this is a perfectly good Albariño, totally competent for quaffing or drinking with fish.",,86,20,Galicia,Albariño
147088,Spain,"This good value features peach, apricot and some grapefruit on the nose, and in the rear is a full blast of citrus flavors. Juicy, a bit plump and full on the finish.",Salneval,86,10,Galicia,Albariño
147274,Spain,"Good but a bit less concentrated and pure than most. There's a whiff of sulfur on the nose, and in the mouth the fruit is solid but basic. Apple and melon are the key flavors, while the finish is clean but unspectacular. At 40,000 cases this is a large-production wine by Rías Baixas standards.",,85,,Galicia,Albariño
147299,Spain,"Gold in color, with musky aromas that feature hints of butterscotch, ham and spice. Runs more racy in the mouth, with big lemon, orange and passion fruit flavors. Seems a touch unfocused and hefty, but for a bigger-styled wine it has its virtues.",,85,25,Galicia,Albariño
147645,Spain,"Starts with fruit cocktail aromas, which are backed by semisweet orange and lemon flavors. Zesty and clean, with pretty good mouthfeel but not much depth of flavor, complexity or nuance. A good wine on its best day.",Barona,84,20,Galicia,Albariño
147819,Spain,"Tilts the scale on the heavy side. The nose is bolstered by weighty applesauce and petrol yet the palate is surprisingly lean and lemony in terms of flavors. Rather oily, and not endowed with much brightness.",,83,20,Galicia,Albariño
147837,Spain,"Hard and waxy on the nose, with little to no appealing fruit aromas. The palate is loaded with sharp lemon and green apple flavors. Lacks friendliness; healthy in terms of feel but borders on sour.",,82,15,Galicia,Albariño
148026,Spain,"Brass colored, with aromas of apple cider and mineral. Heavy in the mouth with jumpy, tangy fruit and overt acidity. Okay if a bit mealy.",,82,22,Galicia,Albariño
148031,Spain,"Mealy on the nose, with corn and pear syrup making for a less than fresh bouquet. Bland apple and orange flavors are okay but not that stimulating, while the overall take is that it tastes too much like citrus juice and not enough like balanced wine.",,81,20,Galicia,Albariño
